﻿id;age_group_id;is_pregnant;is_breastfeeding;gender_id;nutrient_id;activity_level_id;unit_id;lower_limit;target;upper_limit;description;foot_note
184;8;0;0;1;33;;mg;;16;;;Bei Jugendlichen und Frauen, die nicht menstruieren (u. a. aufgrund der Verwendung von oralen Kontrazeptiva, die durchgängig ohne Pause eingenommen werden, frühere Perimenopause) wird basierend auf den Werten für Männer eine empfohlene Zufuhr von 11 mg Eisen/Tag angegeben. Für Schwangere und für Frauen nach einer Geburt gelten die jeweiligen Referenzwerte.
185;9;0;0;2;33;;mg;;11;;;Bei Jugendlichen und Frauen, die nicht menstruieren (u. a. aufgrund der Verwendung von oralen Kontrazeptiva, die durchgängig ohne Pause eingenommen werden, frühere Perimenopause) wird basierend auf den Werten für Männer eine empfohlene Zufuhr von 11 mg Eisen/Tag angegeben. Für Schwangere und für Frauen nach einer Geburt gelten die jeweiligen Referenzwerte.
186;9;0;0;1;33;;mg;;16;;;Bei Jugendlichen und Frauen, die nicht menstruieren (u. a. aufgrund der Verwendung von oralen Kontrazeptiva, die durchgängig ohne Pause eingenommen werden, frühere Perimenopause) wird basierend auf den Werten für Männer eine empfohlene Zufuhr von 11 mg Eisen/Tag angegeben. Für Schwangere und für Frauen nach einer Geburt gelten die jeweiligen Referenzwerte.
187;10;0;0;2;33;;mg;;11;;;
188;10;0;0;1;33;;mg;;14;;;
189;8;1;0;1;33;;mg;;27;;;
190;8;1;0;1;33;;mg;;27;;;
191;8;1;0;1;33;;mg;;27;;;
192;8;0;1;1;33;;mg;;16;;;Diese Angabe gilt für stillende und nicht stillende Frauen nach der Geburt zum Ausgleich der Verluste während der Schwangerschaft.
193;8;1;0;1;1;;kcal;;250;;Richtwert für die zusätzliche Energiezufuhr für Stillende bei ausschließlichem Stillen während der ersten 4 bis 6 Monate;Diese Angaben gelten nur bei Normalgewicht vor der Schwangerschaft, bei einer wünschenswerten Gewichtsentwicklung während der Schwangerschaft (Körpergewichtszunahme von 12 kg bis Ende der Schwangerschaft) und bei unverminderter körperlicher Aktivität.
194;8;1;0;1;1;;kcal;;500;;Richtwert für die zusätzliche Energiezufuhr für Stillende bei ausschließlichem Stillen während der ersten 4 bis 6 Monate;Diese Angaben gelten nur bei Normalgewicht vor der Schwangerschaft, bei einer wünschenswerten Gewichtsentwicklung während der Schwangerschaft (Körpergewichtszunahme von 12 kg bis Ende der Schwangerschaft) und bei unverminderter körperlicher Aktivität.
195;8;0;1;1;1;;kcal;;500;;Richtwert für die zusätzliche Energiezufuhr für Stillende bei ausschließlichem Stillen während der ersten 4 bis 6 Monate;
196;1;0;0;2;1;1,4;kcal;;1200;;;
197;1;0;0;1;1;1,4;kcal;;1100;;;
198;2;0;0;2;1;1,4;kcal;;1400;;;
199;2;0;0;1;1;1,4;kcal;;1300;;;
200;3;0;0;2;1;1,4;kcal;;1700;;;
201;3;0;0;1;1;1,4;kcal;;1500;;;
202;4;0;0;2;1;1,4;kcal;;1900;;;
203;4;0;0;1;1;1,4;kcal;;1700;;;
204;5;0;0;2;1;1,4;kcal;;2300;;;
205;5;0;0;1;1;1,4;kcal;;1900;;;
206;6;0;0;2;1;1,4;kcal;;2600;;;
207;6;0;0;1;1;1,4;kcal;;2000;;;
208;7;0;0;2;1;1,4;kcal;;2400;;;
209;7;0;0;1;1;1,4;kcal;;1900;;;
210;8;0;0;2;1;1,4;kcal;;2300;;;
211;8;0;0;1;1;1,4;kcal;;1800;;;
212;9;0;0;2;1;1,4;kcal;;2200;;;
213;9;0;0;1;1;1,4;kcal;;1700;;;
214;10;0;0;2;1;1,4;kcal;;2100;;;
215;10;0;0;1;1;1,4;kcal;;1700;;;
216;1;0;0;2;1;1,6;kcal;;1300;;;
217;1;0;0;1;1;1,6;kcal;;1200;;;
218;2;0;0;2;1;1,6;kcal;;1600;;;
219;2;0;0;1;1;1,6;kcal;;1500;;;
220;3;0;0;2;1;1,6;kcal;;1900;;;
221;3;0;0;1;1;1,6;kcal;;1800;;;
222;4;0;0;2;1;1,6;kcal;;2200;;;
223;4;0;0;1;1;1,6;kcal;;2000;;;
224;5;0;0;2;1;1,6;kcal;;2600;;;
225;5;0;0;1;1;1,6;kcal;;2200;;;
226;6;0;0;2;1;1,6;kcal;;3000;;;
227;6;0;0;1;1;1,6;kcal;;2300;;;
228;7;0;0;2;1;1,6;kcal;;2800;;;
229;7;0;0;1;1;1,6;kcal;;2200;;;
230;8;0;0;2;1;1,6;kcal;;2700;;;
231;8;0;0;1;1;1,6;kcal;;2100;;;
232;9;0;0;2;1;1,6;kcal;;2500;;;
233;9;0;0;1;1;1,6;kcal;;2000;;;
234;10;0;0;2;1;1,6;kcal;;2500;;;
235;10;0;0;1;1;1,6;kcal;;1900;;;
236;2;0;0;2;1;1,8;kcal;;1800;;;
237;2;0;0;1;1;1,8;kcal;;1700;;;
238;3;0;0;2;1;1,8;kcal;;2100;;;
239;3;0;0;1;1;1,8;kcal;;2000;;;
240;4;0;0;2;1;1,8;kcal;;2400;;;
241;4;0;0;1;1;1,8;kcal;;2200;;;
242;5;0;0;2;1;1,8;kcal;;2900;;;
243;5;0;0;1;1;1,8;kcal;;2500;;;
244;6;0;0;2;1;1,8;kcal;;3400;;;
245;6;0;0;1;1;1,8;kcal;;2600;;;
246;7;0;0;2;1;1,8;kcal;;3100;;;
247;7;0;0;1;1;1,8;kcal;;2500;;;
248;8;0;0;2;1;1,8;kcal;;3000;;;
249;8;0;0;1;1;1,8;kcal;;2400;;;
250;9;0;0;2;1;1,8;kcal;;2800;;;
251;9;0;0;1;1;1,8;kcal;;2200;;;
252;10;0;0;2;1;1,8;kcal;;2800;;;
253;10;0;0;1;1;1,8;kcal;;2100;;;
254;1;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
255;1;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
256;2;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
257;2;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
258;3;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
259;3;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
260;4;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
261;4;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
262;5;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
263;5;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
264;6;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
265;6;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
266;7;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
267;7;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
268;8;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
269;8;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
270;9;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
271;9;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
272;10;0;0;2;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
273;10;0;0;1;114;;mg;;83,3333333;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
274;1;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
275;1;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
276;2;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
277;2;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
278;3;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
279;3;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
280;4;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
281;4;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
282;5;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
283;5;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
284;6;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
285;6;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
286;7;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
287;7;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
288;8;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
289;8;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
290;9;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
291;9;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
292;10;0;0;2;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
293;10;0;0;1;119;;mg;;166,666667;;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;
294;8;1;0;1;119;;mg;;200;;Supplementationshinweis beachten;Schwangeren ohne regelmäßigen Verzehr von fettreichem Seefisch wird empfohlen, DHA zu supplementieren. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/familien-vor-und-in-der-schwangerschaft/handlungsempfehlungen/supplemente/weitere-supplemente/
295;8;1;0;1;119;;mg;;200;;Supplementationshinweis beachten;Schwangeren ohne regelmäßigen Verzehr von fettreichem Seefisch wird empfohlen, DHA zu supplementieren. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/familien-vor-und-in-der-schwangerschaft/handlungsempfehlungen/supplemente/weitere-supplemente/
296;8;1;0;1;119;;mg;;200;;Supplementationshinweis beachten;Schwangeren ohne regelmäßigen Verzehr von fettreichem Seefisch wird empfohlen, DHA zu supplementieren. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/familien-vor-und-in-der-schwangerschaft/handlungsempfehlungen/supplemente/weitere-supplemente/
297;8;0;1;1;119;;mg;;200;;Supplementationshinweis beachten;
298;1;0;0;2;37;;mg;;0,7;;Supplementationshinweis beachten;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen. Kombiniert mit der Vitamin-D-Gabe sollen täglich 0,25 mg Fluorid zur Kariesprophylaxe gegeben werden. Bei einer in Deutschland selten vorliegenden erhöhten Fluoridkonzentration im Trinkwasser über 0,3 mg/l soll eine Dosisanpassung erfolgen. Wenn das Trinkwasser mehr als 0,7 mg Fluorid/l enthält, sollen keine Fluoridsupplemente gegeben werden. Die Fluoridgabe soll so lange fortgesetzt werden, bis im Kleinkindalter die altersgerechte Anwendung einer fluoridhaltigen Zahnpasta erfolgen kann. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/bestens-unterstuetzt-durchs-1-lebensjahr/handlungsempfehlungen/beikost/naehrstoffsupplemente-im-1-lebensjahr/
299;1;0;0;1;37;;mg;;0,7;;Supplementationshinweis beachten;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen. Kombiniert mit der Vitamin-D-Gabe sollen täglich 0,25 mg Fluorid zur Kariesprophylaxe gegeben werden. Bei einer in Deutschland selten vorliegenden erhöhten Fluoridkonzentration im Trinkwasser über 0,3 mg/l soll eine Dosisanpassung erfolgen. Wenn das Trinkwasser mehr als 0,7 mg Fluorid/l enthält, sollen keine Fluoridsupplemente gegeben werden. Die Fluoridgabe soll so lange fortgesetzt werden, bis im Kleinkindalter die altersgerechte Anwendung einer fluoridhaltigen Zahnpasta erfolgen kann. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/bestens-unterstuetzt-durchs-1-lebensjahr/handlungsempfehlungen/beikost/naehrstoffsupplemente-im-1-lebensjahr/
300;2;0;0;2;37;;mg;;1,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
301;2;0;0;1;37;;mg;;1,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
302;3;0;0;2;37;;mg;;1,5;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
303;3;0;0;1;37;;mg;;1,5;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
304;4;0;0;2;37;;mg;;2,1;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
305;4;0;0;1;37;;mg;;2,1;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
306;5;0;0;2;37;;mg;;2,8;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
307;5;0;0;1;37;;mg;;2,7;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
308;6;0;0;2;37;;mg;;3,5;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
309;6;0;0;1;37;;mg;;3,0;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
310;7;0;0;2;37;;mg;;3,5;;;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
