﻿Bevölkerungsgruppe;age_group_id;is_pregnant;is_breastfeeding;Geschlecht;gender_id;Nährstoff;nutrient_id;activity_level_id;Referenzwert;lower_limit;target;upper_limit;Einheit;unit_code;Bemerkung;Kategorie;Fussnoten;foot_note
7 bis unter 10 Jahre;3;;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
10 bis unter 13 Jahre;4;;;Männlich;2;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
10 bis unter 13 Jahre;4;;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
13 bis unter 15 Jahre;5;;;Männlich;2;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
13 bis unter 15 Jahre;5;;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
15 bis unter 19 Jahre;6;;;Männlich;2;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
15 bis unter 19 Jahre;6;;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
19 bis unter 25 Jahre;7;;;Männlich;2;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
19 bis unter 25 Jahre;7;;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
25 bis unter 51 Jahre;8;;;Männlich;2;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
25 bis unter 51 Jahre;8;;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
51 bis unter 65 Jahre;9;;;Männlich;2;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
51 bis unter 65 Jahre;9;;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
65 Jahre und älter;10;;;Männlich;2;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
65 Jahre und älter;10;;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;166,7;;mg/Tag;mg;Für die primäre Prävention der koronaren Herzkrankheit wird in der Literatur eine Zufuhr von 250 mg langkettigen n-3 Fettsäuren/Tag als angemessen geschätzt.;;;
1. Trimester;8;1;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;200;;mg/Tag;mg;Supplementationshinweis beachten;;ac;Schwangeren ohne regelmäßigen Verzehr von fettreichem Seefisch wird empfohlen, DHA zu supplementieren. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/familien-vor-und-in-der-schwangerschaft/handlungsempfehlungen/supplemente/weitere-supplemente/
2. Trimester;8;1;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;200;;mg/Tag;mg;Supplementationshinweis beachten;;ac;Schwangeren ohne regelmäßigen Verzehr von fettreichem Seefisch wird empfohlen, DHA zu supplementieren. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/familien-vor-und-in-der-schwangerschaft/handlungsempfehlungen/supplemente/weitere-supplemente/
3. Trimester;8;1;;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;200;;mg/Tag;mg;Supplementationshinweis beachten;;ac;Schwangeren ohne regelmäßigen Verzehr von fettreichem Seefisch wird empfohlen, DHA zu supplementieren. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/familien-vor-und-in-der-schwangerschaft/handlungsempfehlungen/supplemente/weitere-supplemente/
Stillende;8;;1;Weiblich;1;DHA - Docosahexaensäure Omega 3;119;;#;;200;;mg/Tag;mg;Supplementationshinweis beachten;;;
1 bis unter 4 Jahre;1;;;Männlich;2;Fluorid;37;;0,7;;0,7;;mg/Tag;mg;Supplementationshinweis beachten;Richtwert;am,an,ao;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen. Kombiniert mit der Vitamin-D-Gabe sollen täglich 0,25 mg Fluorid zur Kariesprophylaxe gegeben werden. Bei einer in Deutschland selten vorliegenden erhöhten Fluoridkonzentration im Trinkwasser über 0,3 mg/l soll eine Dosisanpassung erfolgen. Wenn das Trinkwasser mehr als 0,7 mg Fluorid/l enthält, sollen keine Fluoridsupplemente gegeben werden. Die Fluoridgabe soll so lange fortgesetzt werden, bis im Kleinkindalter die altersgerechte Anwendung einer fluoridhaltigen Zahnpasta erfolgen kann. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/bestens-unterstuetzt-durchs-1-lebensjahr/handlungsempfehlungen/beikost/naehrstoffsupplemente-im-1-lebensjahr/
1 bis unter 4 Jahre;1;;;Weiblich;1;Fluorid;37;;0,7;;0,7;;mg/Tag;mg;Supplementationshinweis beachten;Richtwert;am,an,ao;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen. Kombiniert mit der Vitamin-D-Gabe sollen täglich 0,25 mg Fluorid zur Kariesprophylaxe gegeben werden. Bei einer in Deutschland selten vorliegenden erhöhten Fluoridkonzentration im Trinkwasser über 0,3 mg/l soll eine Dosisanpassung erfolgen. Wenn das Trinkwasser mehr als 0,7 mg Fluorid/l enthält, sollen keine Fluoridsupplemente gegeben werden. Die Fluoridgabe soll so lange fortgesetzt werden, bis im Kleinkindalter die altersgerechte Anwendung einer fluoridhaltigen Zahnpasta erfolgen kann. Quelle: https://www.gesund-ins-leben.de/fuer-fachkreise/bestens-unterstuetzt-durchs-1-lebensjahr/handlungsempfehlungen/beikost/naehrstoffsupplemente-im-1-lebensjahr/
4 bis unter 7 Jahre;2;;;Männlich;2;Fluorid;37;;1,0;;1,0;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
4 bis unter 7 Jahre;2;;;Weiblich;1;Fluorid;37;;1,0;;1,0;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
7 bis unter 10 Jahre;3;;;Männlich;2;Fluorid;37;;1,5;;1,5;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
7 bis unter 10 Jahre;3;;;Weiblich;1;Fluorid;37;;1,5;;1,5;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
10 bis unter 13 Jahre;4;;;Männlich;2;Fluorid;37;;2,1;;2,1;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
10 bis unter 13 Jahre;4;;;Weiblich;1;Fluorid;37;;2,1;;2,1;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
13 bis unter 15 Jahre;5;;;Männlich;2;Fluorid;37;;2,8;;2,8;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
13 bis unter 15 Jahre;5;;;Weiblich;1;Fluorid;37;;2,7;;2,7;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
15 bis unter 19 Jahre;6;;;Männlich;2;Fluorid;37;;3,5;;3,5;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
15 bis unter 19 Jahre;6;;;Weiblich;1;Fluorid;37;;3,0;;3,0;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
19 bis unter 25 Jahre;7;;;Männlich;2;Fluorid;37;;3,5;;3,5;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
19 bis unter 25 Jahre;7;;;Weiblich;1;Fluorid;37;;3,0;;3,0;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
25 bis unter 51 Jahre;8;;;Männlich;2;Fluorid;37;;3,5;;3,5;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
25 bis unter 51 Jahre;8;;;Weiblich;1;Fluorid;37;;3,0;;3,0;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
51 bis unter 65 Jahre;9;;;Männlich;2;Fluorid;37;;3,5;;3,5;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
51 bis unter 65 Jahre;9;;;Weiblich;1;Fluorid;37;;3,0;;3,0;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
65 Jahre und älter;10;;;Männlich;2;Fluorid;37;;3,5;;3,5;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
65 Jahre und älter;10;;;Weiblich;1;Fluorid;37;;3,0;;3,0;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
1. Trimester;8;1;;Weiblich;1;Fluorid;37;;3,0;;3,0;;mg/Tag;mg;;Richtwert;am,an;Sicherheitshinweis: Bei einer Fluoridkonzentration im Trinkwasser > 0,7 mg/l soll weder für Kinder noch für Erwachsene Fluoridtabletten oder fluoridiertes Speisesalz verwendet werden. Die jeweilige Fluoridkonzentration im Trinkwasser kann beim zuständigen Gesundheitsamt erfragt werden. Fluoridzufuhr aus Lebensmitteln einschließlich fluoridiertem Speisesalz und Getränken inkl. Trink- und Mineralwasser sowie Supplementen. Fluoridierte Zahnpflegeprodukte zur Kariesprävention tragen bei Verschlucken ebenfalls zur Gesamtzufuhr bei. Bei einer längeren Überschreitung der tolerierbaren Gesamtzufuhrmengen (etwa 0,1 mg/kg/Tag), besonders bei Kindern im Alter von 2 bis 8 Jahren, ist mit einem erhöhten Risiko für das Auftreten von Zahnschmelzflecken (Zahnfluorose) zu rechnen.
